age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,class
28,0,2,0,1,1,1,-3.0,1,3,0
45,0,3,1,1,1,20,0.0,3,2,1
38,0,0,0,1,1,1,-8.0,1,7,1
22,0,0,2,2,1,1,-1.0,5,0,0
32,0,0,0,0,1,21,-1.0,9,64,1
24,1,3,2,0,1,0,-3.0,8,0,0
44,1,2,0,1,1,0,-1.0,2,2,0
34,1,0,0,1,1,3,-1.0,2,2,1
21,1,2,2,1,1,1,-1.0,3,0,0
44,0,0,0,1,1,2,-1.0,2,1,0
40,1,4,0,2,1,2,-1.0,6,1,0
21,0,0,2,0,1,4,-1.0,8,60,0
21,0,0,2,0,1,8,30.0,9,243,1
47,0,0,1,1,1,1,-23.0,1,1,0
27,0,0,0,1,1,4,0.0,4,0,1
23,0,0,2,0,1,0,-1.0,8,2,1
21,0,2,2,0,1,3,-1.0,10,1,1
22,0,2,2,0,1,2,-1.0,8,11,1
30,1,0,0,1,1,4,-1.0,2,1,0
37,1,0,0,0,1,2,0.0,9,0,1
34,0,0,0,2,1,10,0.0,7,2,1
27,0,2,0,2,1,2,-1.0,6,6,1
30,1,2,0,1,1,0,0.0,1,0,1
23,1,0,2,0,1,0,-1.0,8,3,0
40,1,3,0,1,0,2,-7.0,2,3,0
42,1,4,0,1,1,0,-1.0,2,3,0
20,0,0,2,0,1,0,-1.0,9,209,1
31,0,3,0,0,1,0,0.0,10,-1,1
36,0,2,0,0,1,0,-1.0,8,37,1
58,0,3,1,1,1,0,-1.0,2,0,0
34,1,0,0,1,1,0,-1.0,1,2,1
23,0,0,2,0,1,1,0.0,8,2,0
61,1,2,1,1,1,0,0.0,1,6,0
34,0,3,0,1,1,2,-1.0,3,9,1
41,0,2,0,1,1,11,-1.0,4,118,1
29,0,0,0,2,1,10,-1.0,7,23,1
23,1,0,2,0,1,4,-11.0,8,11,1
28,0,0,0,1,0,3,-1.0,4,4,1
30,0,0,0,1,1,5,-1.0,4,1,1
21,0,0,2,0,1,0,-1.0,9,1,1
47,0,0,1,0,0,19,-1.0,10,30,1
47,0,2,1,1,1,3,-1.0,2,13,0
29,1,0,0,0,1,10,-1.0,10,108,1
23,0,0,2,0,1,3,-1.0,8,91,1
45,1,2,1,1,1,2,0.0,1,0,0
36,1,3,0,1,1,2,-1.0,2,1,1
55,1,2,1,1,1,0,-1.0,1,1,0
39,0,2,0,2,1,3,-1.0,6,1,1
27,0,0,0,2,0,3,-1.0,5,1,1
29,0,0,0,2,1,6,-1.0,6,1,1
26,0,0,0,0,1,7,-1.0,10,1,1
65,1,0,1,1,1,2,-18.0,2,5,1
25,1,0,0,1,1,1,-1.0,2,1,1
33,0,0,0,2,1,7,0.0,7,78,1
32,1,2,0,1,1,0,-1.0,3,0,0
26,0,0,0,1,1,3,0.0,4,0,1
25,0,0,0,1,1,6,-1.0,4,4,1
21,0,2,2,1,1,1,-1.0,3,0,1
37,0,2,0,2,1,1,-9.0,7,8,1
27,0,0,0,2,1,0,-1.0,5,3,0
43,0,0,0,0,1,5,-1.0,9,0,0
56,0,0,1,1,0,1,-24.0,2,0,1
27,0,0,0,0,1,7,-1.0,9,4,1
27,1,0,0,1,0,1,-1.0,2,0,0
40,0,2,0,1,1,1,-1.0,2,1,0
24,0,3,2,0,1,8,0.0,8,-1,0
31,0,0,0,0,1,19,-1.0,9,0,1
45,1,0,1,1,1,4,0.0,2,3,0
55,1,3,1,1,0,0,-1.0,1,0,0
42,0,2,0,1,1,8,-1.0,4,1,0
26,1,2,0,2,0,1,-1.0,6,1,0
22,1,2,2,2,1,0,-1.0,7,0,0
36,0,3,0,0,1,26,-1.0,10,117,1
21,0,0,2,2,1,2,-1.0,7,28,1
53,1,0,1,2,1,6,-1.0,6,8,1
42,0,0,0,0,1,6,-1.0,8,0,1
31,1,2,0,1,1,0,0.0,1,5,0
54,1,0,1,1,1,0,-1.0,1,1,0
29,0,3,0,1,0,0,0.0,3,0,0
26,0,0,0,1,1,0,-1.0,2,2,0
25,0,2,0,1,1,0,-1.0,2,1,0
26,0,2,0,1,1,2,0.0,2,-1,1
49,0,0,1,1,1,1,0.0,1,24,0
25,0,0,0,1,1,0,-1.0,3,34,0
22,0,2,2,0,1,1,-1.0,8,19,1
26,0,0,0,0,1,15,-1.0,9,42,0
20,1,0,2,0,1,0,-1.0,10,11,1
34,0,0,0,0,1,12,-1.0,9,11,1
25,0,0,0,2,1,2,-1.0,5,1,1
21,0,0,2,2,1,3,-1.0,7,0,1
47,1,3,1,1,0,0,0.0,1,1,0
31,0,2,0,2,1,2,0.0,5,16,0
27,1,0,0,1,1,5,0.0,3,0,1
51,1,0,1,1,1,8,-1.0,1,3,1
24,1,2,2,1,0,1,-24.0,4,0,0
36,0,0,0,1,1,5,-1.0,4,0,0
37,0,0,0,1,1,4,-1.0,3,1,0
30,1,0,0,2,1,1,0.0,7,0,0
37,1,0,0,0,1,12,-1.0,9,0,1
54,1,2,1,1,1,0,-1.0,1,0,0
52,1,0,1,1,1,3,-1.0,3,31,1
53,1,2,1,1,0,1,-1.0,3,0,0
22,0,0,2,0,1,1,-1.0,9,4,1
29,0,0,0,1,1,7,-1.0,3,1,0
29,1,0,0,1,1,0,-1.0,2,1,0
44,0,0,0,1,1,0,-1.0,2,0,1
36,0,0,0,0,1,14,-1.0,10,2,1
41,1,0,0,1,1,7,-2.0,3,1,0
22,0,0,2,0,1,2,0.0,9,6,1
20,0,0,2,2,0,0,-1.0,5,0,0
41,0,0,0,0,1,25,-1.0,9,185,1
24,1,2,2,0,1,4,-1.0,8,0,0
42,1,0,0,1,0,2,-1.0,3,34,0
51,1,2,1,1,1,6,11.0,1,18,1
32,0,0,0,0,1,12,-1.0,8,1,0
26,1,0,0,1,1,0,-1.0,3,0,1
33,1,2,0,1,1,0,0.0,1,0,1
27,0,2,0,1,1,0,0.0,4,8,0
23,0,0,2,0,1,6,-1.0,10,135,1
28,1,0,0,1,1,1,-1.0,3,1,0
39,0,0,0,1,1,3,-1.0,2,1,0
21,0,5,2,2,1,0,-1.0,6,5,0
42,1,2,0,1,1,0,0.0,1,-1,0
56,0,0,1,1,1,4,-1.0,1,2,0
21,0,5,2,2,1,1,0.0,6,3,1
20,0,0,2,0,1,5,-1.0,9,1,1
22,1,0,2,1,1,1,0.0,3,16,1
30,0,0,0,0,0,9,-1.0,9,243,1
19,1,2,2,1,1,1,-1.0,4,0,1
30,1,2,0,1,1,0,-1.0,2,0,0
47,0,2,1,2,1,1,0.0,6,81,1
32,1,3,0,1,1,0,-6.0,2,6,0
30,0,2,0,1,0,1,0.0,2,0,0
25,0,0,0,2,1,0,-1.0,5,0,0
27,0,0,0,2,1,1,-1.0,7,168,1
22,0,0,2,2,0,0,-2.0,7,0,0
63,0,2,1,1,1,2,-3.0,1,3,0
26,0,0,0,1,1,1,-1.0,1,0,1
45,0,3,1,1,1,1,-1.0,3,128,0
31,1,0,0,1,1,1,-1.0,1,1,0
26,0,3,0,2,1,9,0.0,7,0,1
33,1,0,0,1,1,2,0.0,2,-1,1
51,0,0,1,1,1,0,-1.0,4,1,1
28,0,0,0,0,1,13,-1.0,8,1,1
37,0,0,0,0,1,23,-1.0,8,1,1
29,1,0,0,0,1,0,-1.0,9,1,1
21,0,0,2,0,1,1,-1.0,8,0,0
24,0,0,2,0,1,2,-1.0,9,19,1
56,1,2,1,1,1,1,-1.0,1,2,0
41,1,2,0,1,0,9,2.0,4,0,1
52,1,2,1,1,0,0,-1.0,1,0,0
25,0,0,0,1,1,1,-1.0,2,2,0
36,0,0,0,1,1,3,-1.0,2,1,1
74,1,2,1,1,1,0,0.0,1,0,0
56,0,2,1,1,1,1,-2.0,1,0,1
23,0,2,2,0,0,3,-1.0,10,5,0
48,0,0,1,2,1,2,0.0,6,1,0
47,0,0,1,2,1,5,-1.0,6,2,0
27,0,0,0,2,1,10,-1.0,6,1,1
61,1,2,1,1,1,3,0.0,2,0,1
33,0,0,0,1,1,1,-1.0,4,0,1
38,1,2,0,2,0,1,-18.0,5,16,1
23,1,5,2,1,1,0,-1.0,2,0,1
43,1,2,0,1,0,0,0.0,1,0,1
26,0,0,0,2,1,5,-1.0,7,27,1
32,0,0,0,0,1,19,-1.0,9,1,1
22,0,2,2,2,1,0,-1.0,5,0,1
44,0,2,0,1,1,1,-4.0,1,0,1
45,0,2,1,1,1,1,-1.0,1,5,1
24,1,2,2,1,1,2,-18.0,3,15,0
34,1,2,0,1,1,0,-1.0,1,0,0
33,1,0,0,2,1,0,-1.0,7,0,0
23,1,2,2,1,1,0,-1.0,2,0,0
33,1,2,0,1,1,2,-23.0,2,0,0
53,0,0,1,1,1,6,-1.0,2,0,0
34,0,0,0,2,1,8,-1.0,7,4,1
20,1,5,2,2,0,0,0.0,5,10,1
43,0,0,0,2,1,9,-1.0,6,0,1
21,0,0,2,0,0,2,-1.0,8,79,0
39,1,2,0,1,1,2,-1.0,2,0,0
29,1,0,0,1,1,1,-1.0,1,0,1
59,0,2,1,1,0,1,-21.0,1,5,0
27,0,2,0,0,0,6,-1.0,10,1,0
35,1,0,0,1,0,0,-1.0,2,0,0
20,0,0,2,1,0,0,-1.0,4,0,0
21,0,0,2,2,1,0,-1.0,5,50,0
31,0,2,0,2,1,1,-3.0,5,0,0
26,0,2,0,0,1,8,-1.0,10,41,1
43,1,2,0,2,0,0,-1.0,6,29,0
30,0,5,0,1,1,1,-1.0,1,1,0
56,0,0,1,1,1,5,-1.0,2,597,1
19,0,3,2,0,1,1,-12.0,9,4,0
26,0,0,0,0,1,3,-1.0,10,3,1
22,0,0,2,1,0,0,-1.0,4,0,1
65,0,2,1,1,1,1,-1.0,3,0,1
23,1,0,2,0,1,0,0.0,10,0,1
45,0,0,1,0,1,15,-1.0,9,330,1
35,0,0,0,2,0,2,-1.0,5,14,0
29,0,0,0,0,1,17,-1.0,9,1,1
25,1,0,0,1,1,1,-1.0,2,1,1
21,0,0,2,0,1,0,-1.0,10,6,1
28,0,2,0,1,1,0,-1.0,3,0,1
43,0,0,0,1,1,1,0.0,3,1,0
24,0,2,2,2,0,1,-1.0,5,1,0
37,1,0,0,2,1,4,-1.0,7,75,1
39,0,2,0,1,0,0,-1.0,1,1,1
26,0,0,0,1,1,2,-7.0,3,7,0
28,0,0,0,0,1,16,-1.0,8,1,1
21,0,3,2,2,1,1,-4.0,5,1,1
47,1,2,1,1,1,0,-1.0,1,0,0
36,0,0,0,1,0,1,-1.0,3,0,1
23,1,0,2,1,1,0,0.0,4,0,0
41,0,2,0,1,1,1,-1.0,4,57,1
62,0,0,1,0,1,22,0.0,8,33,1
46,0,2,1,1,0,1,-30.0,1,29,0
24,0,0,2,0,0,3,-1.0,8,0,0
41,1,2,0,1,1,1,-1.0,2,2,1
39,0,2,0,1,1,2,-13.0,2,4,1
43,0,2,0,1,1,1,-1.0,1,1,0
25,0,2,0,0,1,6,0.0,8,0,1
20,0,0,2,0,1,1,-1.0,8,1,1
55,0,0,1,1,1,5,-1.0,3,118,1
45,0,3,1,1,1,0,-1.0,1,13,0
27,1,2,0,1,1,1,-1.0,3,31,0
61,1,2,1,1,1,1,-1.0,1,0,0
34,1,0,0,1,0,1,-21.0,2,15,0
19,0,0,2,2,1,2,-6.0,7,0,1
38,0,0,0,1,1,0,-1.0,1,9,0
29,0,0,0,1,1,0,-1.0,1,1,0
31,0,2,0,2,1,1,-1.0,7,32,1
46,0,5,1,1,1,0,0.0,1,0,0
51,1,0,1,1,1,2,-1.0,1,1,0
33,1,2,0,1,1,10,0.0,4,1,0
28,1,5,0,1,1,2,-1.0,1,1,0
24,0,2,2,2,0,0,-3.0,5,0,0
26,0,2,0,1,1,0,0.0,2,1,0
31,0,0,0,1,1,1,-1.0,1,1,0
25,0,0,0,1,1,0,-1.0,4,0,1
27,1,3,0,1,1,2,-1.0,4,0,0
60,0,0,1,1,1,1,-1.0,1,0,0
77,1,0,1,1,1,1,-1.0,1,2,1
28,1,2,0,2,0,0,-2.0,6,0,0
48,1,0,1,2,1,12,-24.0,6,-1,0
49,0,2,1,0,1,3,-1.0,8,34,1
25,1,0,0,2,1,2,0.0,6,2,0
56,1,2,1,1,1,0,0.0,1,-1,1
25,0,0,0,2,0,0,-1.0,5,1,1
36,0,3,0,1,1,5,-2.0,2,0,0
56,1,5,1,1,1,0,0.0,1,1,0
39,0,3,0,1,0,2,0.0,2,6,0
60,0,0,1,0,1,19,0.0,8,39,1
33,0,2,0,1,1,2,-14.0,4,14,0
57,1,3,1,1,1,0,0.0,1,109,0
35,1,0,0,2,1,4,0.0,5,1,0
59,0,0,1,1,1,1,-1.0,1,1,0
34,1,3,0,1,1,2,0.0,1,1,1
28,1,0,0,1,1,4,-1.0,2,0,1
35,1,0,0,1,0,0,-1.0,4,0,0
27,0,0,0,2,1,6,-1.0,5,0,1
53,1,0,1,1,1,5,0.0,2,2,0
20,0,0,2,0,1,0,-1.0,8,0,1
21,0,3,2,0,1,1,-8.0,9,1,0
47,0,2,1,1,1,3,-1.0,1,2,0
40,1,2,0,1,0,0,0.0,1,0,0
49,0,0,1,1,1,3,0.0,2,1,0
69,0,2,1,1,0,5,-3.0,3,1,0
28,1,2,0,1,1,0,-1.0,1,1,0
35,0,0,0,1,1,0,-1.0,1,0,0
24,0,2,2,2,1,1,-1.0,6,3,1
27,0,0,0,0,0,10,-1.0,9,14,1
27,1,0,0,1,1,3,-1.0,2,1,0
52,1,0,1,1,1,1,1.0,1,70,1
35,0,2,0,2,1,3,-1.0,5,1,1
35,0,0,0,1,0,0,-1.0,3,1,1
24,1,0,2,2,1,3,0.0,6,0,1
52,1,2,1,1,1,3,-1.0,2,0,0
65,1,2,1,1,1,0,0.0,1,0,0
24,0,0,2,1,1,0,0.0,2,22,1
21,1,0,2,2,0,0,-1.0,5,0,1
25,0,5,0,1,1,1,-1.0,4,1,1
24,1,0,2,2,1,0,-1.0,6,20,1
34,1,0,0,2,1,5,-13.0,6,2,0
28,0,0,0,2,1,2,-1.0,5,31,0
28,0,2,0,1,1,6,-2.0,4,2,0
33,0,0,0,2,1,3,-1.0,6,11,1
23,0,0,2,0,1,4,0.0,9,192,1
41,0,0,0,1,1,1,-1.0,4,2,0
32,1,2,0,1,0,1,-1.0,3,0,1
24,0,0,2,0,1,3,-1.0,10,0,1
22,0,2,2,1,1,1,-1.0,4,1,1
63,0,3,1,1,1,1,-26.0,1,14,0
28,1,0,0,1,1,1,-1.0,2,1,0
51,0,2,1,1,1,7,-1.0,1,14,1
28,0,0,0,0,1,5,0.0,9,51,0
48,0,0,1,2,1,9,0.0,6,3,1
24,0,0,2,1,1,1,-1.0,4,0,1
23,0,0,2,2,1,3,-1.0,6,1,1
35,1,3,0,1,0,0,-1.0,2,1,0
27,0,2,0,1,1,0,-1.0,1,0,0
20,0,0,2,2,1,0,-1.0,5,0,1
34,0,2,0,2,0,5,-22.0,5,0,1
24,0,3,2,0,1,2,0.0,8,91,0
24,0,0,2,1,1,1,-1.0,2,0,0
33,0,0,0,0,1,2,-1.0,8,0,1
52,0,0,1,1,1,2,-5.0,1,3,0
46,0,0,1,2,1,15,-1.0,7,6,1
77,1,0,1,1,1,0,0.0,1,-1,0
23,0,3,2,2,1,2,-1.0,5,58,1
30,0,0,0,1,1,0,-1.0,4,1,1
37,1,2,0,1,1,4,0.0,4,0,1
41,0,1,0,0,1,2,-1.0,8,161,1
19,0,2,2,0,1,1,-1.0,10,32,1
42,0,0,0,1,1,3,-1.0,1,1,0
38,1,2,0,1,1,3,0.0,3,1,0
50,0,2,1,1,1,1,-1.0,1,0,0
23,1,2,2,1,1,4,-1.0,4,7,1
59,1,2,1,1,0,0,-1.0,1,0,0
26,0,0,0,0,1,20,0.0,10,43,1
30,0,2,0,0,1,7,-1.0,10,0,1
21,0,0,2,2,1,1,-1.0,6,29,0
34,1,2,0,1,1,0,-1.0,2,1,0
46,1,2,1,1,1,1,-1.0,1,0,1
36,0,0,0,2,0,5,0.0,6,0,1
20,0,0,2,0,1,4,14.0,10,376,1
31,1,5,0,1,1,1,0.0,1,0,0
26,1,0,0,0,1,3,-1.0,10,1,0
23,1,0,2,1,0,0,-1.0,4,0,0
57,0,0,1,2,1,19,-1.0,6,3,0
41,0,2,0,1,1,0,-1.0,2,1,1
30,0,5,0,1,1,0,-1.0,1,1,0
33,0,2,0,1,0,2,-1.0,3,-1,0
41,0,0,0,1,1,7,0.0,4,0,0
27,0,2,0,2,1,2,-1.0,6,0,1
31,1,5,0,1,1,0,-1.0,2,0,0
27,0,3,0,1,1,0,0.0,2,0,1
30,0,0,0,2,1,6,0.0,6,1,1
36,1,0,0,1,1,6,-1.0,4,0,0
34,0,2,0,2,1,5,-1.0,6,0,1
33,0,4,0,2,0,5,-1.0,7,2,1
50,1,2,1,1,1,4,-27.0,2,26,0
28,0,0,0,1,1,1,0.0,4,15,0
25,0,0,0,2,1,0,-1.0,7,1,1
33,1,0,0,1,1,1,-1.0,1,1,1
64,1,0,1,2,1,13,-28.0,6,1,0
59,0,2,1,2,1,17,-25.0,6,23,1
22,1,0,2,2,1,0,0.0,6,0,0
24,0,0,2,1,1,0,0.0,2,-1,0
25,1,0,0,1,1,0,-1.0,3,1,0
24,1,0,2,1,1,1,-1.0,3,0,0
48,0,2,1,1,1,1,-1.0,1,0,0
69,1,0,1,1,1,3,0.0,1,0,0
23,0,0,2,2,1,0,0.0,7,5,1
54,0,3,1,1,1,2,-1.0,1,188,0
45,0,0,1,1,0,1,-4.0,1,2,0
61,1,5,1,1,1,0,-1.0,1,0,0
39,1,2,0,1,1,2,-26.0,1,2,0
61,1,2,1,1,0,0,-1.0,1,0,0
25,0,0,0,1,1,1,-1.0,4,0,1
48,0,2,1,2,1,9,-1.0,6,1,0
26,1,2,0,2,1,0,-2.0,5,0,0
56,0,2,1,1,1,1,0.0,2,35,0
22,0,2,2,2,1,3,0.0,7,2,1
38,0,5,0,1,1,2,-1.0,1,0,0
53,1,3,1,1,1,1,-8.0,1,2,1
60,1,2,1,1,1,18,-26.0,2,3,1
26,0,2,0,2,1,2,-1.0,5,0,0
29,1,0,0,1,1,1,-1.0,3,0,0
59,0,2,1,1,0,2,26.0,3,29,0
30,0,2,0,2,0,0,0.0,5,1,0
37,1,3,0,1,1,3,-1.0,2,2,1
60,1,2,1,1,1,2,-1.0,2,10,0
24,0,2,2,1,1,0,-1.0,2,0,0
67,0,0,1,1,1,8,-1.0,4,1,0
22,0,0,2,0,0,2,-1.0,9,2,0
35,1,2,0,2,1,3,0.0,5,0,1
31,0,2,0,2,0,9,-1.0,7,26,1
59,0,2,1,1,1,0,-1.0,1,1,0
38,0,0,0,2,1,9,-5.0,6,2,0
59,1,2,1,1,1,2,-1.0,1,6,1
22,0,3,2,1,1,1,-19.0,2,17,1
25,1,0,0,2,1,0,-1.0,6,0,0
26,1,0,0,0,1,6,0.0,8,10,0
25,1,2,0,2,1,7,-4.0,5,3,1
20,0,0,2,0,1,1,0.0,8,0,1
28,1,2,0,1,1,3,-1.0,3,0,1
53,1,2,1,1,1,0,-1.0,1,0,0
36,0,2,0,1,1,2,-4.0,1,0,0
21,1,2,2,2,1,4,-1.0,7,33,1
38,0,2,0,1,1,0,-1.0,1,0,0
29,0,0,0,0,1,8,-1.0,8,13,1
49,0,2,1,1,1,4,-11.0,1,5,0
32,1,3,0,2,1,2,0.0,5,0,1
22,0,0,2,0,1,13,-1.0,10,0,1
25,0,0,0,2,1,4,0.0,6,43,1
27,0,0,0,1,1,0,-1.0,2,1,0
22,0,0,2,1,1,0,-1.0,4,1,0
71,1,2,1,1,1,3,-1.0,1,0,0
31,0,2,0,1,0,0,-1.0,4,0,1
64,0,0,1,2,1,20,-1.0,7,2,0
23,0,0,2,1,1,2,-1.0,2,0,0
63,0,0,1,1,1,6,-1.0,3,24,0
52,1,0,1,2,1,4,0.0,5,1,0
29,1,0,0,1,1,3,-1.0,1,1,0
50,0,2,1,1,1,10,-1.0,4,0,0
53,0,0,1,1,1,2,-1.0,1,0,0
32,1,2,0,1,1,1,0.0,1,0,1
31,1,2,0,1,1,0,-1.0,1,0,0
36,1,5,0,1,1,2,-1.0,3,2,1
30,1,0,0,1,0,1,-1.0,4,2,0
54,0,0,1,1,1,4,-1.0,3,3,1
35,0,0,0,1,1,2,0.0,1,-1,0
30,0,0,0,1,1,3,-1.0,4,2,1
24,0,5,2,2,1,5,-1.0,5,0,1
34,1,0,0,1,1,1,-3.0,2,2,0
41,0,5,0,1,0,2,-1.0,3,15,0
26,0,0,0,2,0,1,-1.0,6,27,1
35,1,0,0,1,0,0,-1.0,1,2,1
56,0,2,1,1,1,2,-4.0,4,2,0
28,1,2,0,2,1,5,-1.0,7,26,1
29,1,2,0,2,0,0,-1.0,6,-1,0
38,0,0,0,2,1,3,0.0,5,1,0
23,0,0,2,2,1,1,0.0,6,1,0
26,0,0,0,0,1,9,-1.0,8,2,1
20,1,5,2,2,0,0,-1.0,5,1,0
24,1,2,2,1,1,3,-1.0,4,1,0
25,1,0,0,1,1,0,-1.0,2,7,0
33,0,2,0,1,1,0,-1.0,2,53,0
22,0,0,2,1,1,2,-1.0,4,1,1
25,1,2,0,1,1,0,0.0,2,1,1
47,1,0,1,0,0,21,-1.0,9,21,1
33,0,0,0,1,1,0,0.0,1,0,1
34,1,2,0,1,0,1,-21.0,1,1,0
50,0,0,1,1,1,0,0.0,1,0,0
20,1,0,2,1,1,1,-1.0,4,1,1
48,0,2,1,1,1,3,-3.0,1,0,1
23,1,3,2,1,1,0,0.0,3,2,0
33,0,0,0,1,0,0,0.0,3,2,0
26,1,0,0,1,1,0,-3.0,3,0,1
27,0,0,0,2,1,21,0.0,7,35,1
21,0,0,2,1,0,1,-1.0,4,0,1
46,0,2,1,1,1,0,0.0,1,0,0
31,1,2,0,1,1,0,-1.0,1,0,1
22,0,3,2,1,1,2,-1.0,3,31,1
24,0,0,2,2,1,1,-1.0,5,75,1
41,0,2,0,2,1,1,-6.0,6,6,0
32,0,3,0,1,1,1,-27.0,1,0,0
39,0,2,0,1,1,1,-15.0,1,14,0
24,0,0,2,2,1,2,-1.0,6,0,1
33,0,5,0,1,1,4,0.0,4,2,1
55,0,3,1,1,0,0,-1.0,1,0,0
30,1,2,0,1,1,0,0.0,2,1,1
40,1,0,0,1,1,11,-1.0,3,0,1
24,1,2,2,2,0,0,0.0,6,0,0
37,1,3,0,1,1,4,-1.0,4,0,0
52,0,0,1,1,0,1,-28.0,1,0,0
37,1,2,0,1,1,4,0.0,1,0,0
32,0,2,0,2,1,10,-1.0,5,6,1
20,1,5,2,1,1,0,-1.0,4,11,1
26,1,0,0,1,0,1,-1.0,2,1,0
38,0,0,0,0,1,9,-1.0,8,13,1
47,1,2,1,1,1,5,-1.0,2,4,0
35,0,0,0,0,1,6,-1.0,8,10,1
30,0,0,0,1,0,4,-5.0,3,0,0
29,0,0,0,2,1,0,-1.0,5,1,0
36,0,5,0,1,1,0,-1.0,4,3,0
31,1,2,0,2,1,0,-1.0,5,38,0
28,0,2,0,1,1,0,-1.0,2,1,1
26,1,2,0,1,1,0,0.0,2,1,0
43,0,2,0,2,1,5,-1.0,5,0,0
29,0,0,0,1,1,2,-1.0,3,27,0
21,0,0,2,0,0,0,-1.0,8,1,1
47,1,0,1,2,1,3,0.0,5,7,1
33,0,3,0,1,0,2,-10.0,4,9,1
23,0,0,2,2,0,2,-1.0,7,1,1
26,0,2,0,2,1,7,-1.0,6,18,1
24,0,0,2,2,1,1,0.0,6,0,1
25,1,0,0,1,1,0,-1.0,1,1,1
25,0,0,0,1,1,0,0.0,4,2,1
50,0,3,1,0,1,3,-1.0,9,33,1
29,0,5,0,2,1,5,-1.0,6,258,0
43,0,0,0,1,1,18,-1.0,4,9,1
26,1,5,0,1,1,0,-1.0,2,1,0
31,0,0,0,1,1,0,-1.0,3,0,0
27,0,0,0,0,1,10,0.0,8,1,1
41,0,5,0,0,1,31,0.0,9,242,1
50,0,2,1,1,1,1,-1.0,2,1,0
53,1,2,1,1,1,8,-1.0,4,5,0
25,1,0,0,1,1,0,-1.0,3,1,0
25,0,5,0,1,1,0,-1.0,4,1,0
37,0,0,0,2,1,5,-29.0,6,0,0
51,1,2,1,1,1,1,-1.0,2,1,0
25,1,0,0,1,1,0,0.0,3,1,1
23,0,0,2,2,0,3,-1.0,5,0,1
28,0,2,0,1,1,0,-1.0,3,1,0
27,0,0,0,1,1,1,-1.0,2,0,1
20,0,0,2,2,1,0,0.0,5,7,1
27,1,0,0,1,1,0,-1.0,2,1,0
42,0,5,0,1,0,0,-1.0,1,281,0
34,1,2,0,1,1,5,-1.0,4,1,0
28,0,0,0,2,1,9,-1.0,7,53,1
21,0,0,2,0,1,0,0.0,9,1,1
26,1,2,0,2,0,0,-2.0,6,0,0
22,0,3,2,1,1,0,-1.0,4,32,1
22,0,0,2,0,1,0,-1.0,9,0,0
33,0,0,0,2,1,1,0.0,5,1,0
21,0,0,2,2,1,0,-1.0,7,2,0
51,0,3,1,1,1,1,-18.0,1,17,0
41,0,2,0,1,1,5,-1.0,1,1,0
40,0,0,0,1,1,1,-1.0,1,1,0
25,0,0,0,0,1,4,0.0,10,0,1
53,0,0,1,1,1,2,-1.0,2,7,1
58,1,2,1,1,1,3,-4.0,2,0,0
36,0,2,0,1,1,1,23.0,4,2,1
59,1,0,1,2,1,5,0.0,5,151,0
47,0,0,1,1,1,7,-1.0,1,57,1
26,0,0,0,0,1,4,-1.0,9,0,0
23,1,0,2,0,1,0,-1.0,9,0,0
36,1,5,0,1,1,0,0.0,1,-1,0
27,0,0,0,2,0,1,0.0,5,26,0
37,0,2,0,1,1,4,0.0,3,1,1
30,1,0,0,0,1,8,-1.0,10,1,1
25,0,0,0,0,1,4,-1.0,8,0,1
25,0,2,0,2,1,2,-1.0,5,2,0
27,1,0,0,1,1,0,-1.0,2,2,0
29,1,0,0,1,1,0,-1.0,2,0,0
36,1,2,0,1,1,0,-1.0,3,0,0
24,1,0,2,0,1,9,-7.0,9,4,1
50,1,2,1,1,1,0,-2.0,1,0,0
27,0,0,0,0,1,7,-1.0,9,4,1
57,0,2,1,1,1,1,-26.0,1,0,0
23,1,0,2,0,1,1,0.0,8,3,0
27,0,3,0,1,1,6,-1.0,4,1,1
27,1,2,0,1,1,0,0.0,2,1,0
43,0,0,0,1,1,2,0.0,1,0,0
39,0,0,0,1,1,1,-1.0,1,13,0
25,0,0,0,2,1,8,0.0,6,29,1
55,1,0,1,1,1,9,0.0,3,3,1
25,0,0,0,2,1,7,-1.0,6,18,0
36,0,2,0,1,0,0,0.0,2,1,0
31,1,0,0,1,1,7,-1.0,4,1,0
33,0,2,0,1,1,0,-1.0,2,5,0
35,1,0,0,2,1,1,-1.0,5,1,0
70,0,2,1,1,1,11,-13.0,1,12,1
21,1,0,2,0,1,0,-1.0,9,0,1
32,1,0,0,2,1,0,-1.0,7,1,0
29,0,0,0,2,0,0,-1.0,5,2,0
20,0,0,2,0,1,0,-1.0,8,2,0
25,0,0,0,2,1,1,0.0,5,0,1
42,1,2,0,1,0,5,-1.0,4,6,1
32,1,0,0,2,1,9,-1.0,7,23,1
38,1,0,0,1,1,1,-1.0,1,3,0
37,0,2,0,0,1,11,0.0,8,1,1
35,0,0,0,0,1,8,0.0,9,239,0
43,1,0,0,1,1,0,-1.0,1,1,0
26,1,2,0,1,1,0,-1.0,4,1,0
31,1,2,0,2,0,1,-1.0,5,10,1
50,1,2,1,1,1,2,0.0,1,0,0
22,0,2,2,1,1,0,0.0,3,3,0
42,1,0,0,2,1,10,-1.0,5,0,1
34,1,5,0,1,0,0,0.0,1,0,0
21,0,2,2,2,1,1,-1.0,5,0,0
19,0,0,2,0,0,1,-1.0,9,434,1
